"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","shared_domain","uid1_Pfam_domain","uid2_Pfam_domain","test","string","test2","pairwise_identity","X3d","complex_3d","3d","ecs_complete","ecs_anomaly"
"168",574471,"ENSG00000126709","IFI6","P09912","IFI6_HUMAN",130,"Homo sapiens (Human)",0.2,1335.3,10.2715384615385,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/IFI6_HUMAN_1-130_b0.2/align/IFI6_HUMAN_1-130_b0.2","ENSG00000172270","BSG","P35613","BASI_HUMAN",385,"Homo sapiens (Human)",0.2,28724.5,74.6090909090909,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/BASI_HUMAN_1-385_b0.2/align/BASI_HUMAN_1-385_b0.2","sepmito_00574471",1,130,1,385,NA,"PF06140;",NA,"P09912 P35613",0,"P35613 P09912",8.3,NA,NA,NA,"Complete"," "
"1430",259962,"ENSG00000127948","POR","P16435","NCPR_HUMAN",677,"Homo sapiens (Human)",0.2,5054.3,7.46573116691285,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NCPR_HUMAN_1-677_b0.2/align/NCPR_HUMAN_1-677_b0.2","ENSG00000142168","SOD1","P00441","SODC_HUMAN",154,"Homo sapiens (Human)",0.2,5769.2,37.4623376623377,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SODC_HUMAN_1-154_b0.2/align/SODC_HUMAN_1-154_b0.2","sepmito_00259962",1,677,1,154,NA,"PF00667;PF00258;PF00175;","PF00080;","P16435 P00441",0,"P00441 P16435",8,NA,NA,NA,"Complete"," "
"2278",1204139,"ENSG00000036448","MYOM2","P54296","MYOM2_HUMAN",1465,"Homo sapiens (Human)",0.4,148.8,0.101569965870307,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MYOM2_HUMAN_1-1465_b0.4/align/MYOM2_HUMAN_1-1465_b0.4","ENSG00000100151","PICK1","Q9NRD5","PICK1_HUMAN",415,"Homo sapiens (Human)",0.2,103.1,0.248433734939759,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PICK1_HUMAN_1-415_b0.2/align/PICK1_HUMAN_1-415_b0.2","sepmito_01204139",1,1465,1,415,NA,"PF00041;PF07679;","PF06456;PF00595;","P54296 Q9NRD5",0,"Q9NRD5 P54296",9.1,NA,NA,NA,"Complete"," "
"4384",1170728,"ENSG00000203624","MRPS18B","Q9Y676","RT18B_HUMAN",258,"Homo sapiens (Human)",0.2,174.5,0.676356589147287,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18B_HUMAN_1-258_b0.2/align/RT18B_HUMAN_1-258_b0.2","ENSG00000163866","SMIM12","Q96EX1","SIM12_HUMAN",92,"Homo sapiens (Human)",0.3,107.6,1.1695652173913,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SIM12_HUMAN_1-92_b0.3/align/SIM12_HUMAN_1-92_b0.3","sepmito_01170728",1,258,1,92,NA,"PF01084;","PF15990;","Q9Y676 Q96EX1",0,"Q96EX1 Q9Y676",9.3,NA,NA,NA,"Complete"," "
"34",18118,"ENSG00000135929","CYP27A1","Q02318","CP27A_HUMAN",531,"Homo sapiens (Human)",0.5,23558.9,44.3670433145009,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CP27A_HUMAN_1-531_b0.5/align/CP27A_HUMAN_1-531_b0.5","ENSG00000168273","SMIM4","Q8WVI0","SMIM4_HUMAN",70,"Homo sapiens (Human)",0.2,3115.5,44.5071428571429,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SMIM4_HUMAN_1-70_b0.2/align/SMIM4_HUMAN_1-70_b0.2","sepmito_00018118",1,531,1,70,NA,"PF00067;","PF15114;","Q02318 Q8WVI0",0,"Q8WVI0 Q02318",4.1,NA,NA,NA,"Complete"," "
"477",742325,"ENSG00000134056","MRPS36","P82909","RT36_HUMAN",103,"Homo sapiens (Human)",0.2,738.9,7.17378640776699,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT36_HUMAN_1-103_b0.2/align/RT36_HUMAN_1-103_b0.2","ENSG00000133597","ADCK2","Q7Z695","ADCK2_HUMAN",626,"Homo sapiens (Human)",0.2,9568.6,15.285303514377,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ADCK2_HUMAN_1-626_b0.2/align/ADCK2_HUMAN_1-626_b0.2","sepmito_00742325",1,103,1,626,NA,NA,"PF03109;","P82909 Q7Z695",0,"Q7Z695 P82909",5.3,NA,NA,NA,"Complete"," "
"4143",111219,"ENSG00000008405","CRY1","Q16526","CRY1_HUMAN",586,"Homo sapiens (Human)",0.2,11110.4,18.9597269624573,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CRY1_HUMAN_1-586_b0.2/align/CRY1_HUMAN_1-586_b0.2","ENSG00000127184","COX7C","P15954","COX7C_HUMAN",63,"Homo sapiens (Human)",0.2,3786.4,60.1015873015873,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX7C_HUMAN_1-63_b0.2/align/COX7C_HUMAN_1-63_b0.2","sepmito_00111219",1,586,1,63,NA,"PF00875;PF03441;","PF02935;","Q16526 P15954",0,"P15954 Q16526",4.8,NA,NA,NA,"Complete"," "
"4227",789599,"ENSG00000167283","ATP5MG","O75964","ATP5L_HUMAN",103,"Homo sapiens (Human)",0.2,649.7,6.30776699029126,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5L_HUMAN_1-103_b0.2/align/ATP5L_HUMAN_1-103_b0.2","ENSG00000159348","CYB5R1","Q9UHQ9","NB5R1_HUMAN",305,"Homo sapiens (Human)",0.4,17997.2,59.0072131147541,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NB5R1_HUMAN_1-305_b0.4/align/NB5R1_HUMAN_1-305_b0.4","sepmito_00789599",1,103,1,305,NA,"PF04718;","PF00970;PF00175;","O75964 Q9UHQ9",0,"Q9UHQ9 O75964",8.9,NA,NA,NA,"Complete"," "
"1451",569374,"ENSG00000135423","GLS2","Q9UI32","GLSL_HUMAN",602,"Homo sapiens (Human)",0.4,1354.6,2.25016611295681,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GLSL_HUMAN_1-602_b0.4/align/GLSL_HUMAN_1-602_b0.4","ENSG00000137038","DMAC1","Q96GE9","DMAC1_HUMAN",116,"Homo sapiens (Human)",0.2,326.2,2.81206896551724,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DMAC1_HUMAN_1-116_b0.2/align/DMAC1_HUMAN_1-116_b0.2","sepmito_00569374",1,602,1,116,NA,"PF12796;PF17959;PF04960;","PF15055;","Q9UI32 Q96GE9",0,"Q96GE9 Q9UI32",6.3,NA,NA,NA,"Complete"," "
"3252",194929,"ENSG00000115159","GPD2","P43304","GPDM_HUMAN",727,"Homo sapiens (Human)",0.2,7013.7,9.6474552957359,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GPDM_HUMAN_1-727_b0.2/align/GPDM_HUMAN_1-727_b0.2","ENSG00000163864","NMNAT3","Q96T66","NMNA3_HUMAN",252,"Homo sapiens (Human)",0.2,11305.7,44.8638888888889,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NMNA3_HUMAN_1-252_b0.2/align/NMNA3_HUMAN_1-252_b0.2","sepmito_00194929",1,727,1,252,NA,"PF01266;PF16901;PF13499;","PF01467;","P43304 Q96T66",0,"Q96T66 P43304",8.5,NA,NA,NA,"Complete"," "
"3815",1064523,"ENSG00000135241","PNPLA8","Q9NP80","PLPL8_HUMAN",782,"Homo sapiens (Human)",0.2,237,0.30306905370844,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PLPL8_HUMAN_1-782_b0.2/align/PLPL8_HUMAN_1-782_b0.2","ENSG00000165898","ISCA2","Q86U28","ISCA2_HUMAN",154,"Homo sapiens (Human)",0.7,4198.3,27.2616883116883,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ISCA2_HUMAN_1-154_b0.7/align/ISCA2_HUMAN_1-154_b0.7","sepmito_01064523",1,782,1,154,NA,"PF01734;","PF01521;","Q9NP80 Q86U28",0,"Q86U28 Q9NP80",7.7,NA,NA,NA,"Complete"," "
"1370",838364,"ENSG00000213593","TMX2","Q9Y320","TMX2_HUMAN",296,"Homo sapiens (Human)",0.2,543.4,1.83581081081081,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TMX2_HUMAN_1-296_b0.2/align/TMX2_HUMAN_1-296_b0.2","ENSG00000123191","ATP7B","P35670","ATP7B_HUMAN",1465,"Homo sapiens (Human)",0.2,7519.3,5.13262798634812,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP7B_HUMAN_1-1465_b0.2/align/ATP7B_HUMAN_1-1465_b0.2","sepmito_00838364",1,296,1,1465,NA,"PF00085;","PF00403;","Q9Y320 P35670",0,"P35670 Q9Y320",7.1,NA,NA,NA,"Complete"," "
"3308",967210,"ENSG00000168610","STAT3","P40763","STAT3_HUMAN",770,"Homo sapiens (Human)",0.2,353,0.458441558441558,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/STAT3_HUMAN_1-770_b0.2/align/STAT3_HUMAN_1-770_b0.2","ENSG00000127554","GFER","P55789","ALR_HUMAN",205,"Homo sapiens (Human)",0.2,967.5,4.71951219512195,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ALR_HUMAN_1-205_b0.2/align/ALR_HUMAN_1-205_b0.2","sepmito_00967210",1,770,1,205,NA,"PF00017;PF01017;PF02864;PF02865;","PF04777;","P40763 P55789",0,"P55789 P40763",8.6,NA,NA,NA,"Complete"," "
"529",1404664,"ENSG00000120471","TP53AIP1","Q9HCN2","TPIP1_HUMAN",124,"Homo sapiens (Human)",0.3,5.5,0.0443548387096774,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TPIP1_HUMAN_1-124_b0.3/align/TPIP1_HUMAN_1-124_b0.3","ENSG00000186281","GPAT2","Q6NUI2","GPAT2_HUMAN",795,"Homo sapiens (Human)",0.2,1625.9,2.0451572327044,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GPAT2_HUMAN_1-795_b0.2/align/GPAT2_HUMAN_1-795_b0.2","sepmito_01404664",1,124,1,795,NA,"PF15338;",NA,"Q9HCN2 Q6NUI2",0,"Q6NUI2 Q9HCN2",6.8,NA,NA,NA,"Complete"," "
"2982",691793,"ENSG00000071082","RPL31","P62899","RL31_HUMAN",125,"Homo sapiens (Human)",0.2,853.3,6.8264,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RL31_HUMAN_1-125_b0.2/align/RL31_HUMAN_1-125_b0.2","ENSG00000136758","YME1L1","Q96TA2","YMEL1_HUMAN",773,"Homo sapiens (Human)",0.5,6684.7,8.6477360931436,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/YMEL1_HUMAN_1-773_b0.5/align/YMEL1_HUMAN_1-773_b0.5","sepmito_00691793",1,125,1,773,NA,"PF01198;","PF00004;PF17862;PF01434;","P62899 Q96TA2",0,"Q96TA2 P62899",6.6,NA,NA,NA,"Complete"," "
"959",216562,"ENSG00000087086","FTL","P02792","FRIL_HUMAN",175,"Homo sapiens (Human)",0.2,6316.1,36.092,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/FRIL_HUMAN_1-175_b0.2/align/FRIL_HUMAN_1-175_b0.2","ENSG00000164904","ALDH7A1","P49419","AL7A1_HUMAN",539,"Homo sapiens (Human)",0.6,50179.2,93.0968460111317,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AL7A1_HUMAN_1-539_b0.6/align/AL7A1_HUMAN_1-539_b0.6","sepmito_00216562",1,175,1,539,NA,"PF00210;","PF00171;","P02792 P49419",0,"P49419 P02792",9.6,NA,NA,NA,"Complete"," "
"353",1003377,"ENSG00000154723","ATP5PF","P18859","ATP5J_HUMAN",108,"Homo sapiens (Human)",0.2,307.4,2.8462962962963,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP5J_HUMAN_1-108_b0.2/align/ATP5J_HUMAN_1-108_b0.2","ENSG00000086991","NOX4","Q9NPH5","NOX4_HUMAN",578,"Homo sapiens (Human)",0.2,7049,12.1955017301038,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NOX4_HUMAN_1-578_b0.2/align/NOX4_HUMAN_1-578_b0.2","sepmito_01003377",1,108,1,578,NA,"PF05511;","PF08022;PF01794;PF08030;","P18859 Q9NPH5",0,"Q9NPH5 P18859",6.2,NA,NA,NA,"Complete"," "
"3485",1044250,"ENSG00000160194","NDUFV3","P56181","NDUV3_HUMAN",108,"Homo sapiens (Human)",0.2,254,2.35185185185185,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUV3_HUMAN_1-108_b0.2/align/NDUV3_HUMAN_1-108_b0.2","ENSG00000059691","GATB","O75879","GATB_HUMAN",557,"Homo sapiens (Human)",0.2,7022.7,12.608078994614,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GATB_HUMAN_1-557_b0.2/align/GATB_HUMAN_1-557_b0.2","sepmito_01044250",1,108,1,557,NA,"PF15880;","PF02934;PF02637;","P56181 O75879",0,"O75879 P56181",7.9,NA,NA,NA,"Complete"," "
"1922",238786,"ENSG00000178096","BOLA1","Q9Y3E2","BOLA1_HUMAN",137,"Homo sapiens (Human)",0.2,5628.6,41.0846715328467,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/BOLA1_HUMAN_1-137_b0.2/align/BOLA1_HUMAN_1-137_b0.2","ENSG00000016391","CHDH","Q8NE62","CHDH_HUMAN",594,"Homo sapiens (Human)",0.2,26262.2,44.2124579124579,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHDH_HUMAN_1-594_b0.2/align/CHDH_HUMAN_1-594_b0.2","sepmito_00238786",1,137,1,594,NA,"PF01722;","PF05199;PF00732;","Q9Y3E2 Q8NE62",0,"Q8NE62 Q9Y3E2",9.9,NA,NA,NA,"Complete"," "
"1170",553569,"ENSG00000104763","ASAH1","Q13510","ASAH1_HUMAN",395,"Homo sapiens (Human)",0.2,1430.6,3.62177215189873,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ASAH1_HUMAN_1-395_b0.2/align/ASAH1_HUMAN_1-395_b0.2","ENSG00000204237","OXLD1","Q5BKU9","OXLD1_HUMAN",147,"Homo sapiens (Human)",0.2,555,3.77551020408163,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/OXLD1_HUMAN_1-147_b0.2/align/OXLD1_HUMAN_1-147_b0.2","sepmito_00553569",1,395,1,147,NA,"PF02275;PF15508;","PF09791;","Q13510 Q5BKU9",0,"Q5BKU9 Q13510",9.9,NA,NA,NA,"Complete"," "
"3618",1011207,"ENSG00000187581","COX8C","Q7Z4L0","COX8C_HUMAN",72,"Homo sapiens (Human)",0.3,291.1,4.04305555555556,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX8C_HUMAN_1-72_b0.3/align/COX8C_HUMAN_1-72_b0.3","ENSG00000116874","WARS2","Q9UGM6","SYWM_HUMAN",360,"Homo sapiens (Human)",0.2,14850.1,41.2502777777778,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYWM_HUMAN_1-360_b0.2/align/SYWM_HUMAN_1-360_b0.2","sepmito_01011207",1,72,1,360,NA,"PF02285;","PF00579;","Q7Z4L0 Q9UGM6",0,"Q9UGM6 Q7Z4L0",6.1,NA,NA,NA,"Complete"," "
"3152",251542,"ENSG00000139324","TMTC3","Q6ZXV5","TMTC3_HUMAN",915,"Homo sapiens (Human)",0.2,5247.3,5.73475409836066,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TMTC3_HUMAN_1-915_b0.2/align/TMTC3_HUMAN_1-915_b0.2","ENSG00000183048","SLC25A10","Q9UBX3","DIC_HUMAN",287,"Homo sapiens (Human)",0.2,17891.4,62.3393728222997,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DIC_HUMAN_1-287_b0.2/align/DIC_HUMAN_1-287_b0.2","sepmito_00251542",1,915,1,287,NA,"PF08409;PF13174;PF13181;","PF00153;","Q6ZXV5 Q9UBX3",0,"Q9UBX3 Q6ZXV5",9.2,NA,NA,NA,"Complete"," "
"1133",1263253,"ENSG00000130589","HELZ2","Q9BYK8","HELZ2_HUMAN",2649,"Homo sapiens (Human)",0.3,110.6,0.0417516043790109,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HELZ2_HUMAN_1-2649_b0.3/align/HELZ2_HUMAN_1-2649_b0.3","ENSG00000088682","COQ9","O75208","COQ9_HUMAN",318,"Homo sapiens (Human)",0.2,1539.3,4.84056603773585,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COQ9_HUMAN_1-318_b0.2/align/COQ9_HUMAN_1-318_b0.2","sepmito_01263253",1,2649,1,318,NA,"PF13086;PF13087;PF00773;","PF08511;","Q9BYK8 O75208",0,"O75208 Q9BYK8",5.3,NA,NA,NA,"Complete"," "
"4173",890337,"ENSG00000160124","CCDC58","Q4VC31","CCD58_HUMAN",144,"Homo sapiens (Human)",0.3,474.1,3.29236111111111,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CCD58_HUMAN_1-144_b0.3/align/CCD58_HUMAN_1-144_b0.3","ENSG00000022267","FHL1","Q13642","FHL1_HUMAN",323,"Homo sapiens (Human)",0.2,1373,4.25077399380805,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/FHL1_HUMAN_1-323_b0.2/align/FHL1_HUMAN_1-323_b0.2","sepmito_00890337",1,144,1,323,NA,"PF09774;","PF00412;","Q4VC31 Q13642",0,"Q13642 Q4VC31",9.6,NA,NA,NA,"Complete"," "
"2210",1352661,"ENSG00000122203","KIAA1191","Q96A73","P33MX_HUMAN",305,"Homo sapiens (Human)",0.2,61.8,0.202622950819672,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/P33MX_HUMAN_1-305_b0.2/align/P33MX_HUMAN_1-305_b0.2","ENSG00000160957","RECQL4","O94761","RECQ4_HUMAN",1208,"Homo sapiens (Human)",0.2,1421.3,1.17657284768212,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RECQ4_HUMAN_1-1208_b0.2/align/RECQ4_HUMAN_1-1208_b0.2","sepmito_01352661",1,305,1,1208,NA,"PF15302;","PF00270;PF11719;PF00271;","Q96A73 O94761",0,"O94761 Q96A73",8.6,NA,NA,NA,"Complete"," "
"1089",1238132,"ENSG00000147642","SYBU","Q9NX95","SYBU_HUMAN",663,"Homo sapiens (Human)",0.3,126.9,0.191402714932127,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SYBU_HUMAN_1-663_b0.3/align/SYBU_HUMAN_1-663_b0.3","ENSG00000103490","PYCARD","Q9ULZ3","ASC_HUMAN",195,"Homo sapiens (Human)",0.2,817.8,4.19384615384615,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ASC_HUMAN_1-195_b0.2/align/ASC_HUMAN_1-195_b0.2","sepmito_01238132",1,663,1,195,NA,"PF15290;","PF00619;PF02758;","Q9NX95 Q9ULZ3",0,"Q9ULZ3 Q9NX95",9.4,NA,NA,NA,"Complete"," "
"2022",342496,"ENSG00000021826","CPS1","P31327","CPSM_HUMAN",1500,"Homo sapiens (Human)",0.3,3550.9,2.36726666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CPSM_HUMAN_1-1500_b0.3/align/CPSM_HUMAN_1-1500_b0.3","ENSG00000166920","C15ORF48","Q9C002","NMES1_HUMAN",83,"Homo sapiens (Human)",0.2,6452.7,77.7433734939759,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NMES1_HUMAN_1-83_b0.2/align/NMES1_HUMAN_1-83_b0.2","sepmito_00342496",1,1500,1,83,NA,"PF02786;PF02787;PF00988;PF00117;PF02142;","PF06522;","P31327 Q9C002",0,"Q9C002 P31327",3.3,NA,NA,NA,"Complete"," "
"986",537845,"ENSG00000106153","CHCHD2","Q9Y6H1","CHCH2_HUMAN",151,"Homo sapiens (Human)",0.2,1518.6,10.0569536423841,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHCH2_HUMAN_1-151_b0.2/align/CHCH2_HUMAN_1-151_b0.2","ENSG00000078070","MCCC1","Q96RQ3","MCCA_HUMAN",725,"Homo sapiens (Human)",0.3,11044.9,15.2343448275862,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MCCA_HUMAN_1-725_b0.3/align/MCCA_HUMAN_1-725_b0.3","sepmito_00537845",1,151,1,725,NA,"PF06747;","PF02785;PF00289;PF00364;PF02786;","Q9Y6H1 Q96RQ3",0,"Q96RQ3 Q9Y6H1",8,NA,NA,NA,"Complete"," "
"2082",956297,"ENSG00000109436","TBC1D9","Q6ZT07","TBCD9_HUMAN",1266,"Homo sapiens (Human)",0.2,365,0.288309636650869,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TBCD9_HUMAN_1-1266_b0.2/align/TBCD9_HUMAN_1-1266_b0.2","ENSG00000137393","RNF144B","Q7Z419","R144B_HUMAN",303,"Homo sapiens (Human)",0.2,6907.4,22.796699669967,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/R144B_HUMAN_1-303_b0.2/align/R144B_HUMAN_1-303_b0.2","sepmito_00956297",1,1266,1,303,NA,"PF02893;PF00566;","PF01485;","Q6ZT07 Q7Z419",0,"Q7Z419 Q6ZT07",8,NA,NA,NA,"Complete"," "
"727",357585,"ENSG00000240303","ACAD11","Q709F0","ACD11_HUMAN",780,"Homo sapiens (Human)",0.2,3266.1,4.18730769230769,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACD11_HUMAN_1-780_b0.2/align/ACD11_HUMAN_1-780_b0.2","ENSG00000177600","RPLP2","P05387","RLA2_HUMAN",115,"Homo sapiens (Human)",0.2,3293.3,28.6373913043478,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RLA2_HUMAN_1-115_b0.2/align/RLA2_HUMAN_1-115_b0.2","sepmito_00357585",1,780,1,115,NA,"PF00441;PF02770;PF02771;PF01636;",NA,"Q709F0 P05387",0,"P05387 Q709F0",5,NA,NA,NA,"Complete"," "
"3189",331271,"ENSG00000171132","PRKCE","Q02156","KPCE_HUMAN",737,"Homo sapiens (Human)",0.4,3645.7,4.94667571234735,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KPCE_HUMAN_1-737_b0.4/align/KPCE_HUMAN_1-737_b0.4","ENSG00000075785","RAB7A","P51149","RAB7A_HUMAN",207,"Homo sapiens (Human)",0.3,18880.4,91.2096618357488,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RAB7A_HUMAN_1-207_b0.3/align/RAB7A_HUMAN_1-207_b0.3","sepmito_00331271",1,737,1,207,NA,"PF00130;PF00168;PF00069;PF00433;","PF00071;","Q02156 P51149",0,"P51149 Q02156",9.4,NA,NA,NA,"Complete"," "
"4160",606858,"ENSG00000004478","FKBP4","Q02790","FKBP4_HUMAN",459,"Homo sapiens (Human)",0.2,1212.9,2.64248366013072,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/FKBP4_HUMAN_1-459_b0.2/align/FKBP4_HUMAN_1-459_b0.2","ENSG00000125611","CHCHD5","Q9BSY4","CHCH5_HUMAN",110,"Homo sapiens (Human)",0.2,964.9,8.77181818181818,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHCH5_HUMAN_1-110_b0.2/align/CHCH5_HUMAN_1-110_b0.2","sepmito_00606858",1,459,1,110,NA,"PF00254;PF00515;PF07719;","PF16860;","Q02790 Q9BSY4",0,"Q9BSY4 Q02790",8.5,NA,NA,NA,"Complete"," "
"3196",149253,"ENSG00000152234","ATP5F1A","P25705","ATPA_HUMAN",553,"Homo sapiens (Human)",0.2,8604.7,15.5600361663653,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPA_HUMAN_1-553_b0.2/align/ATPA_HUMAN_1-553_b0.2","ENSG00000125995","ROMO1","P60602","ROMO1_HUMAN",79,"Homo sapiens (Human)",0.2,1480.4,18.7392405063291,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ROMO1_HUMAN_1-79_b0.2/align/ROMO1_HUMAN_1-79_b0.2","sepmito_00149253",1,553,1,79,NA,"PF00006;PF00306;PF02874;","PF10247;","P25705 P60602",0,"P60602 P25705",5.6,NA,NA,NA,"Complete"," "
"1855",1263075,"ENSG00000130589","HELZ2","Q9BYK8","HELZ2_HUMAN",2649,"Homo sapiens (Human)",0.3,110.6,0.0417516043790109,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HELZ2_HUMAN_1-2649_b0.3/align/HELZ2_HUMAN_1-2649_b0.3","ENSG00000168273","SMIM4","Q8WVI0","SMIM4_HUMAN",70,"Homo sapiens (Human)",0.2,3115.5,44.5071428571429,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SMIM4_HUMAN_1-70_b0.2/align/SMIM4_HUMAN_1-70_b0.2","sepmito_01263075",1,2649,1,70,NA,"PF13086;PF13087;PF00773;","PF15114;","Q9BYK8 Q8WVI0",0,"Q8WVI0 Q9BYK8",1.4,NA,NA,NA,"Complete"," "
"436",1115935,"ENSG00000172366","MCRIP2","Q9BUT9","MCRI2_HUMAN",160,"Homo sapiens (Human)",0.2,204,1.275,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MCRI2_HUMAN_1-160_b0.2/align/MCRI2_HUMAN_1-160_b0.2","ENSG00000197580","BCO2","Q9BYV7","BCDO2_HUMAN",579,"Homo sapiens (Human)",0.2,4192.9,7.24162348877375,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/BCDO2_HUMAN_1-579_b0.2/align/BCDO2_HUMAN_1-579_b0.2","sepmito_01115935",1,160,1,579,NA,"PF14799;","PF03055;","Q9BUT9 Q9BYV7",0,"Q9BYV7 Q9BUT9",9.7,NA,NA,NA,"Complete"," "
