"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","interface","complex_pdb","complex_chain1","complex_chain2","no_pairs","interface_architect","uid1_scl","uid2_Pfam","uid2_scl","uid1_Pfam","pairwise_identity","shared_domain","ecs_complete","ecs_anomaly","af3","test","iptm","ptm","ranking_score","diagonal","string","kurtosis","skewness","squared_skewness","max_ecs","R_squared","r","predict_diag","R2_predict_diag","r_predict_diag","na_contact_5A","ca_contact_15A"
"1717",9752,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000198888","MT-ND1","P03886","NU1M_HUMAN",318,"Homo sapiens (Human)",0.2,7656.7,24.0776729559748,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU1M_HUMAN_1-318_b0.2/align/NU1M_HUMAN_1-318_b0.2","sepmito_00288120",1,463,1,318,1,"5GPN","Z","e",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR001694;IPR018086;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03887}; Multi-pass membrane protein {ECO:0000255}.","IPR001135;IPR014029;IPR022885;IPR029014;",13.6,NA,"Complete"," ","complete","sepmito_00288120_NDUS2_NU1M",0.8,0.8,0.85,"FALSE",1,0.796023634892754,0.322566581834971,0.104049199716697,0.108963,"0.000297443969337682","-0.0172465639864201","FALSE","FALSE","FALSE",NA,NA
"1720",9755,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000198695","MT-ND6","P03923","NU6M_HUMAN",174,"Homo sapiens (Human)",0.2,12237,70.3275862068966,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU6M_HUMAN_1-174_b0.2/align/NU6M_HUMAN_1-174_b0.2","sepmito_00287953",1,463,1,174,1,"5GPN","Z","k",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR050269;IPR001457;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03924}; Multi-pass membrane protein {ECO:0000255}.","IPR001135;IPR014029;IPR022885;IPR029014;",12.5,NA,"Complete"," ",NA,"sepmito_00287953_NDUS2_NU6M",NA,NA,NA,"FALSE",1,0.744659362856299,0.356562920176481,0.127137116044779,0.064908,"0.000309588385427339","-0.0175951239105423","FALSE","FALSE","FALSE",NA,NA
"1724",9810,"ENSG00000164258","NDUFS4","O43181","NDUS4_HUMAN",175,"Homo sapiens (Human)",0.2,1163.9,6.65085714285714,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS4_HUMAN_1-175_b0.2/align/NDUS4_HUMAN_1-175_b0.2","ENSG00000167792","NDUFV1","P49821","NDUV1_HUMAN",464,"Homo sapiens (Human)",0.2,7956.4,17.1474137931034,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUV1_HUMAN_1-464_b0.2/align/NDUV1_HUMAN_1-464_b0.2","sepmito_00611864",1,175,1,464,1,"5GPN","w","c",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11181577, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:31206022}; Peripheral membrane protein {ECO:0000269|PubMed:12611891}; Matrix side {ECO:0000269|PubMed:12611891}. Note=The interaction with BCAP31 mediates mitochondria localization. {ECO:0000269|PubMed:31206022}.","IPR050837;IPR001949;IPR011537;IPR011538;IPR037225;IPR019575;IPR037207;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P25708}; Peripheral membrane protein {ECO:0000250|UniProtKB:P25708}; Matrix side {ECO:0000250|UniProtKB:P25708}.","IPR006885;IPR038532;",11.2,NA,"Complete"," ",NA,"sepmito_00611864_NDUS4_NDUV1",NA,NA,NA,"FALSE",1,1.57950048376552,0.857354644479377,0.735056986410359,0.057642,"0.00581407373256294","0.0762500736561148","FALSE","FALSE","FALSE",NA,NA
"1732",9818,"ENSG00000267855","NDUFA7","O95182","NDUA7_HUMAN",113,"Homo sapiens (Human)",0.2,467.4,4.13628318584071,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA7_HUMAN_1-113_b0.2/align/NDUA7_HUMAN_1-113_b0.2","ENSG00000167792","NDUFV1","P49821","NDUV1_HUMAN",464,"Homo sapiens (Human)",0.2,7956.4,17.1474137931034,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUV1_HUMAN_1-464_b0.2/align/NDUV1_HUMAN_1-464_b0.2","sepmito_00892484",1,113,1,464,1,"5LNK","h","1",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR050837;IPR001949;IPR011537;IPR011538;IPR037225;IPR019575;IPR037207;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P25708}; Peripheral membrane protein {ECO:0000250|UniProtKB:P25708}; Matrix side {ECO:0000250|UniProtKB:P25708}.","IPR009947;",8.4,NA,"Complete"," ",NA,"sepmito_00892484_NDUA7_NDUV1",NA,NA,NA,"FALSE",1,2.13351736938205,0.982360974910243,0.965033085026604,0.039079,"5.95773467721891e-05","-0.00771863632853559","FALSE","FALSE","FALSE",NA,NA
"1740",9826,"ENSG00000160194","NDUFV3","P56181","NDUV3_HUMAN",108,"Homo sapiens (Human)",0.2,254,2.35185185185185,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUV3_HUMAN_1-108_b0.2/align/NDUV3_HUMAN_1-108_b0.2","ENSG00000167792","NDUFV1","P49821","NDUV1_HUMAN",464,"Homo sapiens (Human)",0.2,7956.4,17.1474137931034,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUV1_HUMAN_1-464_b0.2/align/NDUV1_HUMAN_1-464_b0.2","sepmito_01044198",1,108,1,464,1,"5LNK","a","1",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR050837;IPR001949;IPR011537;IPR011538;IPR037225;IPR019575;IPR037207;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P25708}; Peripheral membrane protein {ECO:0000250|UniProtKB:P25708}; Matrix side {ECO:0000250|UniProtKB:P25708}.","IPR026193;",7.3,NA,"Complete"," ",NA,"sepmito_01044198_NDUV3_NDUV1",NA,NA,NA,"FALSE",1,1.83398068713046,0.755762137038932,0.571176407781653,0.036318,"0.020075835075231","0.141689220038897","FALSE","FALSE","FALSE",NA,NA
"1788",10525,"ENSG00000147586","MRPS28","Q9Y2Q9","RT28_HUMAN",187,"Homo sapiens (Human)",0.3,197.5,1.05614973262032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT28_HUMAN_1-187_b0.3/align/RT28_HUMAN_1-187_b0.3","ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","sepmito_01124739",1,187,1,296,1,"3J9M","AW","AB",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001865;IPR005706;IPR018130;IPR023591;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR019375;",17.2,NA,"Complete"," ",NA,"sepmito_01124739_RT28_RT02",NA,NA,NA,"FALSE",1,2.24810731831556,0.770352515623817,0.593442998327943,0.054753,"0.0391165136669726","-0.197778951526629","FALSE","FALSE","FALSE",NA,NA
"1791",10528,"ENSG00000135972","MRPS9","P82933","RT09_HUMAN",396,"Homo sapiens (Human)",0.2,605.4,1.52878787878788,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT09_HUMAN_1-396_b0.2/align/RT09_HUMAN_1-396_b0.2","ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","sepmito_00816760",1,396,1,296,1,"3J9M","AG","AB",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001865;IPR005706;IPR018130;IPR023591;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR020568;IPR000754;IPR020574;IPR014721;",16.8,NA,"Complete"," ",NA,"sepmito_00816760_RT09_RT02",NA,NA,NA,"FALSE",1,1.03682344929639,0.535349950541995,0.286599569545317,0.069179,"0.000148266731115254","-0.0121764827070568","FALSE","FALSE","FALSE",NA,NA
"1800",10537,"ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","ENSG00000163319","MRPS18C","Q9Y3D5","RT18C_HUMAN",142,"Homo sapiens (Human)",0.3,2474.4,17.4253521126761,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT18C_HUMAN_1-142_b0.3/align/RT18C_HUMAN_1-142_b0.3","sepmito_00290118",1,296,1,142,1,"3J9M","AB","AP",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001648;IPR018275;IPR036870;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001865;IPR005706;IPR018130;IPR023591;",13.5,NA,"Complete"," ",NA,"sepmito_00290118_RT02_RT18C",NA,NA,NA,"FALSE",1,0.531125222220386,0.40481955872026,0.163878875122466,0.100421,"0.00137484881668023","-0.0370789538239718","FALSE","FALSE","FALSE",NA,NA
"1802",10539,"ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","ENSG00000266472","MRPS21","P82921","RT21_HUMAN",87,"Homo sapiens (Human)",0.2,3252.4,37.383908045977,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT21_HUMAN_1-87_b0.2/align/RT21_HUMAN_1-87_b0.2","sepmito_00290094",1,296,1,87,1,"3J9M","AB","AQ",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001911;IPR038380;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001865;IPR005706;IPR018130;IPR023591;",9.5,NA,"Complete"," ",NA,"sepmito_00290094_RT02_RT21",NA,NA,NA,"FALSE",1,0.399563909349506,0.310579921047627,0.0964598873579505,0.133732,"0.000667894643785964","0.0258436577091162","FALSE","FALSE","FALSE",NA,NA
"1809",10546,"ENSG00000144029","MRPS5","P82675","RT05_HUMAN",430,"Homo sapiens (Human)",0.2,271.5,0.631395348837209,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT05_HUMAN_1-430_b0.2/align/RT05_HUMAN_1-430_b0.2","ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","sepmito_01028741",1,430,1,296,1,"3J9M","AD","AB",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR001865;IPR005706;IPR018130;IPR023591;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR020568;IPR000851;IPR005324;IPR013810;IPR018192;IPR048584;IPR014721;",17.4,NA,"Complete"," ",NA,"sepmito_01028741_RT05_RT02",NA,NA,NA,"FALSE",1,0.901389511007297,0.474428321464182,0.225082232207321,0.052024,"0.0328399630898515","-0.181217998802137","FALSE","FALSE","FALSE",NA,NA
"1822",10559,"ENSG00000172586","CHCHD1","Q96BP2","CHCH1_HUMAN",118,"Homo sapiens (Human)",0.2,1568.6,13.293220338983,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CHCH1_HUMAN_1-118_b0.2/align/CHCH1_HUMAN_1-118_b0.2","ENSG00000122140","MRPS2","Q9Y399","RT02_HUMAN",296,"Homo sapiens (Human)",0.2,4374.9,14.7800675675676,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT02_HUMAN_1-296_b0.2/align/RT02_HUMAN_1-296_b0.2","sepmito_00523230",1,118,1,296,1,"3J9M","A2","AB",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23908630}. Nucleus {ECO:0000269|PubMed:15177562}.","IPR001865;IPR005706;IPR018130;IPR023591;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.","IPR010625;IPR009069;IPR033620;",11.8,NA,"Complete"," ",NA,"sepmito_00523230_CHCH1_RT02",NA,NA,NA,"FALSE",1,0.538211936952853,0.324433273412857,0.105256948897382,0.073747,"0.00523710452988333","0.0723678418213735","FALSE","FALSE","FALSE",NA,NA
"1846",1061,"ENSG00000113580","NR3C1","P04150","GCR_HUMAN",777,"Homo sapiens (Human)",0.2,1355.4,1.74440154440154,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GCR_HUMAN_1-777_b0.2/align/GCR_HUMAN_1-777_b0.2","ENSG00000113013","HSPA9","P38646","GRP75_HUMAN",679,"Homo sapiens (Human)",0.2,11797.5,17.3748159057437,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GRP75_HUMAN_1-679_b0.2/align/GRP75_HUMAN_1-679_b0.2","sepmito_00567252",1,777,1,679,1,"7KW7","F","C",1,"1 : 1","SUBCELLULAR LOCATION: [Isoform Alpha]: Cytoplasm {ECO:0000269|PubMed:15769988, ECO:0000269|PubMed:17635946, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}. Nucleus {ECO:0000269|PubMed:15769988, ECO:0000269|PubMed:17635946, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}. Mitochondrion {ECO:0000269|PubMed:21664385}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:25847991}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:25847991}. Note=After ligand activation, translocates from the cytoplasm to the nucleus. In the presence of NR1D1 shows a time-dependent subcellular localization, localizing to the cytoplasm at ZT8 and to the nucleus at ZT20 (By similarity). Lacks this diurnal pattern of localization in the absence of NR1D1, localizing to both nucleus and the cytoplasm at ZT8 and ZT20 (By similarity). {ECO:0000250|UniProtKB:P06537, ECO:0000269|PubMed:18838540, ECO:0000269|PubMed:27120390, ECO:0000269|PubMed:8621628}.; SUBCELLULAR LOCATION: [Isoform Beta]: Nucleus {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253, ECO:0000269|PubMed:8621628}. Cytoplasm {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253}. Note=Expressed predominantly in the nucleus with some expression also detected in the cytoplasm. {ECO:0000269|PubMed:19248771, ECO:0000269|PubMed:26711253}.; SUBCELLULAR LOCATION: [Isoform Alpha-B]: Nucleus {ECO:0000269|PubMed:15866175}. Cytoplasm {ECO:0000269|PubMed:15866175}. Note=After ligand activation, translocates from the cytoplasm to the nucleus. {ECO:0000269|PubMed:15866175}.","IPR043129;IPR012725;IPR018181;IPR029048;IPR029047;IPR013126;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:26702583}. Nucleus, nucleolus {ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:24625977}. Cytoplasm {ECO:0000269|PubMed:24625977}. Mitochondrion matrix {ECO:0000250|UniProtKB:P48721}. Note=Found in a complex with HSPA9 and VDAC1 at the endoplasmic reticulum-mitochondria contact sites. {ECO:0000250|UniProtKB:P48721}.","IPR001409;IPR035500;IPR000536;IPR050200;IPR001723;IPR001628;IPR013088;",14.1,NA,"Complete"," ",NA,"sepmito_00567252_GCR_GRP75",NA,NA,NA,"FALSE",0,1.21509262960826,1.04312495207448,1.08810966564038,0.007747,"0.0054626249366441","-0.0739095726996449","FALSE","FALSE","FALSE",NA,NA
"1852",1124,"ENSG00000214113","LYRM4","Q9HD34","LYRM4_HUMAN",91,"Homo sapiens (Human)",0.2,4982.1,54.7483516483517,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LYRM4_HUMAN_1-91_b0.2/align/LYRM4_HUMAN_1-91_b0.2","ENSG00000244005","NFS1","Q9Y697","NFS1_HUMAN",457,"Homo sapiens (Human)",0.3,36350.8,79.5422319474836,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NFS1_HUMAN_1-457_b0.3/align/NFS1_HUMAN_1-457_b0.3","sepmito_00266853",1,91,1,457,1,"5USR","B","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:17331979, ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335}. Nucleus {ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335}.","IPR000192;IPR020578;IPR010240;IPR016454;IPR015424;IPR015421;IPR015422;","SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:26702583, ECO:0000269|PubMed:30817134, ECO:0000269|PubMed:9885568}.; SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm {ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:30817134, ECO:0000269|PubMed:9885568}. Nucleus {ECO:0000269|PubMed:19454487, ECO:0000269|PubMed:23593335, ECO:0000269|PubMed:9885568}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:30817134}.","IPR008011;IPR045297;IPR051522;",7.9,NA,"Complete"," ",NA,"sepmito_00266853_LYRM4_NFS1",NA,NA,NA,"FALSE",1,2.39719293395675,1.01736196502769,1.03502536788501,0.103637,"0.000647579041820909","0.0254475743799072","FALSE","FALSE","FALSE",NA,NA
"1883",11343,"ENSG00000185414","MRPL30","Q8TCC3","RM30_HUMAN",161,"Homo sapiens (Human)",0.2,1055.5,6.55590062111801,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM30_HUMAN_1-161_b0.2/align/RM30_HUMAN_1-161_b0.2","ENSG00000166902","MRPL16","Q9NX20","RM16_HUMAN",251,"Homo sapiens (Human)",0.2,2546.6,10.1458167330677,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM16_HUMAN_1-251_b0.2/align/RM16_HUMAN_1-251_b0.2","sepmito_00632245",1,161,1,251,1,"3J7Y","Z","N",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR047873;IPR000114;IPR016180;IPR036920;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR036919;IPR005996;IPR016082;",13.4,NA,"Complete"," ",NA,"sepmito_00632245_RM30_RM16",NA,NA,NA,"FALSE",1,0.950946372017304,0.555649694615972,0.308746583126823,0.041553,"0.0128812562941117","-0.113495622356599","FALSE","FALSE","FALSE",NA,NA
"1891",11351,"ENSG00000166902","MRPL16","Q9NX20","RM16_HUMAN",251,"Homo sapiens (Human)",0.2,2546.6,10.1458167330677,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM16_HUMAN_1-251_b0.2/align/RM16_HUMAN_1-251_b0.2","ENSG00000108826","MRPL27","Q9P0M9","RM27_HUMAN",148,"Homo sapiens (Human)",0.4,2686.5,18.152027027027,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM27_HUMAN_1-148_b0.4/align/RM27_HUMAN_1-148_b0.4","sepmito_00406008",1,251,1,148,1,"2FTC","I","O",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR001684;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR047873;IPR000114;IPR016180;IPR036920;",15.9,NA,"Complete"," ",NA,"sepmito_00406008_RM16_RM27",NA,NA,NA,"FALSE",1,3.71059094277959,0.64826866461366,0.420252261519978,0.354906,"0.0109666546458227","0.104721796421866","FALSE","FALSE","FALSE",NA,NA
"1904",11364,"ENSG00000183617","MRPL54","Q6P161","RM54_HUMAN",138,"Homo sapiens (Human)",0.3,803,5.81884057971014,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM54_HUMAN_1-138_b0.3/align/RM54_HUMAN_1-138_b0.3","ENSG00000166902","MRPL16","Q9NX20","RM16_HUMAN",251,"Homo sapiens (Human)",0.2,2546.6,10.1458167330677,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM16_HUMAN_1-251_b0.2/align/RM16_HUMAN_1-251_b0.2","sepmito_00713631",1,138,1,251,1,"6NU2","l","N",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR047873;IPR000114;IPR016180;IPR036920;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR013870;",13.8,NA,"Complete"," ",NA,"sepmito_00713631_RM54_RM16",NA,NA,NA,"FALSE",1,0.803422403560496,0.505846949472638,0.255881136290773,0.097061,"5.32499218868335e-06","-0.00230759445931973","FALSE","FALSE","FALSE",NA,NA
"1910",11370,"ENSG00000173141","MRPL57","Q9BQC6","RT63_HUMAN",102,"Homo sapiens (Human)",0.2,209.7,2.05588235294118,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT63_HUMAN_1-102_b0.2/align/RT63_HUMAN_1-102_b0.2","ENSG00000166902","MRPL16","Q9NX20","RM16_HUMAN",251,"Homo sapiens (Human)",0.2,2546.6,10.1458167330677,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM16_HUMAN_1-251_b0.2/align/RM16_HUMAN_1-251_b0.2","sepmito_01107341",1,102,1,251,1,"3J7Y","o","N",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR047873;IPR000114;IPR016180;IPR036920;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR016576;",10.8,NA,"Complete"," ",NA,"sepmito_01107341_RT63_RM16",NA,NA,NA,"FALSE",1,1.00393859884166,0.575978660414287,0.331751417252636,0.054914,"0.00114173923268261","-0.0337896320294053","FALSE","FALSE","FALSE",NA,NA
"1928",11417,"ENSG00000162910","MRPL55","Q7Z7F7","RM55_HUMAN",128,"Homo sapiens (Human)",0.4,190.9,1.49140625,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM55_HUMAN_1-128_b0.4/align/RM55_HUMAN_1-128_b0.4","ENSG00000185608","MRPL40","Q9NQ50","RM40_HUMAN",206,"Homo sapiens (Human)",0.2,359.8,1.74660194174757,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM40_HUMAN_1-206_b0.2/align/RM40_HUMAN_1-206_b0.2","sepmito_01138276",1,128,1,206,1,"6NU2","m","8",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR019192;IPR039145;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR018615;IPR044884;",16,NA,"Complete"," ",NA,"sepmito_01138276_RM55_RM40",NA,NA,NA,"FALSE",1,0.939817181762009,0.595977993741987,0.355189769024724,0.055716,"0.00155389214066849","-0.0394194386143244","FALSE","FALSE","FALSE",NA,NA
"1973",11462,"ENSG00000185608","MRPL40","Q9NQ50","RM40_HUMAN",206,"Homo sapiens (Human)",0.2,359.8,1.74660194174757,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM40_HUMAN_1-206_b0.2/align/RM40_HUMAN_1-206_b0.2","ENSG00000204316","MRPL38","Q96DV4","RM38_HUMAN",380,"Homo sapiens (Human)",0.2,677.6,1.78315789473684,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM38_HUMAN_1-380_b0.2/align/RM38_HUMAN_1-380_b0.2","sepmito_00965977",1,206,1,380,1,"3J7Y","8","6",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR008914;IPR036610;IPR035810;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR019192;IPR039145;",13.2,NA,"Complete"," ",NA,"sepmito_00965977_RM40_RM38",NA,NA,NA,"FALSE",1,0.992460398235319,0.432340472729633,0.186918284360083,0.073079,"0.0375886609328587","-0.193877953705053","FALSE","FALSE","FALSE",NA,NA
